arc_id,origin_id,origin_type,origin_name,destination_id,destination_type,destination_name,proxy_km,osrm_km,osrm_duration_min,route_profile,osrm_query_date,proxy_quality_flag,osrm_quality_flag
A0503,C03,collection,珠海虚拟回收/检测中心,P13,recycling,广东佳纳能源科技有限公司,198.69550482506634,200.6153,145.05333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0504,C03,collection,珠海虚拟回收/检测中心,P14,echelon,格林美（深圳）循环科技有限公司,69.62293789389439,102.1378,86.355,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0505,C03,collection,珠海虚拟回收/检测中心,P15,echelon,绿循新能源科技（佛山）有限责任公司,114.79211666369928,120.55080000000001,88.81,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0506,C03,collection,珠海虚拟回收/检测中心,P16,echelon,深圳艾云动智慧科技有限公司,69.62293789389439,102.1378,86.355,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0507,C03,collection,珠海虚拟回收/检测中心,P17,echelon,深圳市荣高晟新能源科技有限公司,69.62293789389439,102.1378,86.355,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0508,C03,collection,珠海虚拟回收/检测中心,P18,echelon,中商锂新能源科技（惠州）有限公司,152.4261811714796,189.6078,139.17333333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0509,C03,collection,珠海虚拟回收/检测中心,P19,recycling,广东盛祥新材料科技有限公司,342.51517338462924,356.7178,249.975,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0510,C03,collection,珠海虚拟回收/检测中心,P20E,echelon,广东金晟新能源股份有限公司（梯次功能）,171.67709725824648,183.1347,135.76166666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0511,C03,collection,珠海虚拟回收/检测中心,P20R,recycling,广东金晟新能源股份有限公司（再生功能）,171.67709725824648,183.1347,135.76166666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0512,C03,collection,珠海虚拟回收/检测中心,P21E,echelon,广东瑞科美电源技术有限公司（梯次功能）,114.79211666369928,120.55080000000001,88.81,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0513,C03,collection,珠海虚拟回收/检测中心,P21R,recycling,广东瑞科美电源技术有限公司（再生功能）,114.79211666369928,120.55080000000001,88.81,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0514,C04,collection,汕头虚拟回收/检测中心,P01,recycling,汕尾比亚迪废旧动力电池回收项目,177.09718310482035,178.3081,125.20666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0515,C04,collection,汕头虚拟回收/检测中心,P02E,echelon,广东光华科技股份有限公司（梯次功能）,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0516,C04,collection,汕头虚拟回收/检测中心,P02R,recycling,广东光华科技股份有限公司（再生功能）,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0517,C04,collection,汕头虚拟回收/检测中心,P03,echelon,深圳深汕特别合作区乾泰技术有限公司,150.39117711768017,164.7196,132.48166666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0518,C04,collection,汕头虚拟回收/检测中心,P04,echelon,珠海中力新能源科技有限公司,408.34484310771325,429.8842,312.43,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0519,C04,collection,汕头虚拟回收/检测中心,P05,echelon,惠州市恒创睿能环保科技有限公司,279.59950256039025,287.5241,208.64,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0520,C04,collection,汕头虚拟回收/检测中心,P06,echelon,江门市朗达锂电池有限公司,454.35854812853415,447.9312,317.76500000000004,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0521,C04,collection,汕头虚拟回收/检测中心,P07,echelon,广东迪度新能源有限公司,362.4792813676039,363.1892,251.29666666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0522,C04,collection,汕头虚拟回收/检测中心,P08,echelon,东莞市博森新能源有限公司,362.4792813676039,363.1892,251.29666666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0523,C04,collection,汕头虚拟回收/检测中心,P09,echelon,广东宇阳新能源有限公司,362.4792813676039,363.1892,251.29666666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0524,C04,collection,汕头虚拟回收/检测中心,P10,echelon,广州广汽商贸再生资源有限公司,420.22799394481007,415.0856,288.615,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0525,C04,collection,汕头虚拟回收/检测中心,P11,echelon,深圳市杰成镍钴新能源科技有限公司,340.00628858069996,332.09520000000003,230.66666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0526,C04,collection,汕头虚拟回收/检测中心,P12,recycling,江门市恒创睿能环保科技有限公司,454.35854812853415,447.9312,317.76500000000004,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0527,C04,collection,汕头虚拟回收/检测中心,P13,recycling,广东佳纳能源科技有限公司,445.8822972488896,427.49379999999996,304.60999999999996,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0528,C04,collection,汕头虚拟回收/检测中心,P14,echelon,格林美（深圳）循环科技有限公司,340.00628858069996,332.09520000000003,230.66666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0529,C04,collection,汕头虚拟回收/检测中心,P15,echelon,绿循新能源科技（佛山）有限责任公司,439.0782039792669,440.9499,306.9616666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0530,C04,collection,汕头虚拟回收/检测中心,P16,echelon,深圳艾云动智慧科技有限公司,340.00628858069996,332.09520000000003,230.66666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0531,C04,collection,汕头虚拟回收/检测中心,P17,echelon,深圳市荣高晟新能源科技有限公司,340.00628858069996,332.09520000000003,230.66666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0532,C04,collection,汕头虚拟回收/检测中心,P18,echelon,中商锂新能源科技（惠州）有限公司,279.59950256039025,287.5241,208.64,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0533,C04,collection,汕头虚拟回收/检测中心,P19,recycling,广东盛祥新材料科技有限公司,400.29631081436423,434.0546,322.81666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0534,C04,collection,汕头虚拟回收/检测中心,P20E,echelon,广东金晟新能源股份有限公司（梯次功能）,518.7961723587362,510.3195,357.37833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0535,C04,collection,汕头虚拟回收/检测中心,P20R,recycling,广东金晟新能源股份有限公司（再生功能）,518.7961723587362,510.3195,357.37833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0536,C04,collection,汕头虚拟回收/检测中心,P21E,echelon,广东瑞科美电源技术有限公司（梯次功能）,439.0782039792669,440.9499,306.9616666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0537,C04,collection,汕头虚拟回收/检测中心,P21R,recycling,广东瑞科美电源技术有限公司（再生功能）,439.0782039792669,440.9499,306.9616666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0538,C05,collection,佛山虚拟回收/检测中心,P01,recycling,汕尾比亚迪废旧动力电池回收项目,275.5659505000891,276.3439,192.87166666666664,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0539,C05,collection,佛山虚拟回收/检测中心,P02E,echelon,广东光华科技股份有限公司（梯次功能）,439.0782039792669,439.7362,305.28499999999997,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0540,C05,collection,佛山虚拟回收/检测中心,P02R,recycling,广东光华科技股份有限公司（再生功能）,439.0782039792669,439.7362,305.28499999999997,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0541,C05,collection,佛山虚拟回收/检测中心,P03,echelon,深圳深汕特别合作区乾泰技术有限公司,294.0126610717624,289.87640000000005,219.34666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0542,C05,collection,佛山虚拟回收/检测中心,P04,echelon,珠海中力新能源科技有限公司,114.79211666369928,120.1601,90.02,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0543,C05,collection,佛山虚拟回收/检测中心,P05,echelon,惠州市恒创睿能环保科技有限公司,159.63127925962104,157.8114,117.81333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0544,C05,collection,佛山虚拟回收/检测中心,P06,echelon,江门市朗达锂电池有限公司,59.22325916789457,66.31339999999999,52.69833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0545,C05,collection,佛山虚拟回收/检测中心,P07,echelon,广东迪度新能源有限公司,77.28343572424338,81.8258,64.91,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0546,C05,collection,佛山虚拟回收/检测中心,P08,echelon,东莞市博森新能源有限公司,77.28343572424338,81.8258,64.91,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0547,C05,collection,佛山虚拟回收/检测中心,P09,echelon,广东宇阳新能源有限公司,77.28343572424338,81.8258,64.91,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0548,C05,collection,佛山虚拟回收/检测中心,P10,echelon,广州广汽商贸再生资源有限公司,22.448811015599897,24.544700000000002,21.89333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0549,C05,collection,佛山虚拟回收/检测中心,P11,echelon,深圳市杰成镍钴新能源科技有限公司,132.00168158093638,142.9087,101.89,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0550,C05,collection,佛山虚拟回收/检测中心,P12,recycling,江门市恒创睿能环保科技有限公司,59.22325916789457,66.31339999999999,52.69833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0551,C05,collection,佛山虚拟回收/检测中心,P13,recycling,广东佳纳能源科技有限公司,88.3391479847887,94.4498,73.91333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0552,C05,collection,佛山虚拟回收/检测中心,P14,echelon,格林美（深圳）循环科技有限公司,132.00168158093638,142.9087,101.89,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0553,C05,collection,佛山虚拟回收/检测中心,P15,echelon,绿循新能源科技（佛山）有限责任公司,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0554,C05,collection,佛山虚拟回收/检测中心,P16,echelon,深圳艾云动智慧科技有限公司,132.00168158093638,142.9087,101.89,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0555,C05,collection,佛山虚拟回收/检测中心,P17,echelon,深圳市荣高晟新能源科技有限公司,132.00168158093638,142.9087,101.89,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0556,C05,collection,佛山虚拟回收/检测中心,P18,echelon,中商锂新能源科技（惠州）有限公司,159.63127925962104,157.8114,117.81333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0557,C05,collection,佛山虚拟回收/检测中心,P19,recycling,广东盛祥新材料科技有限公司,255.76122145140755,255.2269,186.15666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0558,C05,collection,佛山虚拟回收/检测中心,P20E,echelon,广东金晟新能源股份有限公司（梯次功能）,80.57782241114403,85.2239,70.57333333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0559,C05,collection,佛山虚拟回收/检测中心,P20R,recycling,广东金晟新能源股份有限公司（再生功能）,80.57782241114403,85.2239,70.57333333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0560,C05,collection,佛山虚拟回收/检测中心,P21E,echelon,广东瑞科美电源技术有限公司（梯次功能）,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0561,C05,collection,佛山虚拟回收/检测中心,P21R,recycling,广东瑞科美电源技术有限公司（再生功能）,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0562,C06,collection,韶关虚拟回收/检测中心,P01,recycling,汕尾比亚迪废旧动力电池回收项目,325.1926122366196,384.46259999999995,282.59833333333336,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0563,C06,collection,韶关虚拟回收/检测中心,P02E,echelon,广东光华科技股份有限公司（梯次功能）,400.29631081436423,433.9995,324.35,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0564,C06,collection,韶关虚拟回收/检测中心,P02R,recycling,广东光华科技股份有限公司（再生功能）,400.29631081436423,433.9995,324.35,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0565,C06,collection,韶关虚拟回收/检测中心,P03,echelon,深圳深汕特别合作区乾泰技术有限公司,318.73774688823676,398.1455,310.8383333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0566,C06,collection,韶关虚拟回收/检测中心,P04,echelon,珠海中力新能源科技有限公司,342.51517338462924,357.90540000000004,254.56,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0567,C06,collection,韶关虚拟回收/检测中心,P05,echelon,惠州市恒创睿能环保科技有限公司,240.57838750981594,272.4595,209.82999999999998,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0568,C06,collection,韶关虚拟回收/检测中心,P06,echelon,江门市朗达锂电池有限公司,313.42946331342586,314.6585,229.18666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0569,C06,collection,韶关虚拟回收/检测中心,P07,echelon,广东迪度新能源有限公司,242.01314694033505,272.5831,194.70166666666668,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0570,C06,collection,韶关虚拟回收/检测中心,P08,echelon,东莞市博森新能源有限公司,242.01314694033505,272.5831,194.70166666666668,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0571,C06,collection,韶关虚拟回收/检测中心,P09,echelon,广东宇阳新能源有限公司,242.01314694033505,272.5831,194.70166666666668,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0572,C06,collection,韶关虚拟回收/检测中心,P10,echelon,广州广汽商贸再生资源有限公司,237.03724939624288,236.2303,169.85,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0573,C06,collection,韶关虚拟回收/检测中心,P11,echelon,深圳市杰成镍钴新能源科技有限公司,306.47442199910176,338.1469,236.02833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0574,C06,collection,韶关虚拟回收/检测中心,P12,recycling,江门市恒创睿能环保科技有限公司,313.42946331342586,314.6585,229.18666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0575,C06,collection,韶关虚拟回收/检测中心,P13,recycling,广东佳纳能源科技有限公司,179.19087548833554,180.2101,142.0883333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0576,C06,collection,韶关虚拟回收/检测中心,P14,echelon,格林美（深圳）循环科技有限公司,306.47442199910176,338.1469,236.02833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0577,C06,collection,韶关虚拟回收/检测中心,P15,echelon,绿循新能源科技（佛山）有限责任公司,255.76122145140755,257.7153,189.54833333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0578,C06,collection,韶关虚拟回收/检测中心,P16,echelon,深圳艾云动智慧科技有限公司,306.47442199910176,338.1469,236.02833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0579,C06,collection,韶关虚拟回收/检测中心,P17,echelon,深圳市荣高晟新能源科技有限公司,306.47442199910176,338.1469,236.02833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0580,C06,collection,韶关虚拟回收/检测中心,P18,echelon,中商锂新能源科技（惠州）有限公司,240.57838750981594,272.4595,209.82999999999998,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0581,C06,collection,韶关虚拟回收/检测中心,P19,recycling,广东盛祥新材料科技有限公司,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0582,C06,collection,韶关虚拟回收/检测中心,P20E,echelon,广东金晟新能源股份有限公司（梯次功能）,289.43307246740227,287.91740000000004,214.13333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0583,C06,collection,韶关虚拟回收/检测中心,P20R,recycling,广东金晟新能源股份有限公司（再生功能）,289.43307246740227,287.91740000000004,214.13333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0584,C06,collection,韶关虚拟回收/检测中心,P21E,echelon,广东瑞科美电源技术有限公司（梯次功能）,255.76122145140755,257.7153,189.54833333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0585,C06,collection,韶关虚拟回收/检测中心,P21R,recycling,广东瑞科美电源技术有限公司（再生功能）,255.76122145140755,257.7153,189.54833333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0586,C07,collection,河源虚拟回收/检测中心,P01,recycling,汕尾比亚迪废旧动力电池回收项目,172.31613285384597,204.26379999999997,170.87166666666664,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0587,C07,collection,河源虚拟回收/检测中心,P02E,echelon,广东光华科技股份有限公司（梯次功能）,221.4376923116871,234.5172,186.18833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0588,C07,collection,河源虚拟回收/检测中心,P02R,recycling,广东光华科技股份有限公司（再生功能）,221.4376923116871,234.5172,186.18833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0589,C07,collection,河源虚拟回收/检测中心,P03,echelon,深圳深汕特别合作区乾泰技术有限公司,155.4955738550505,208.71470000000002,190.89833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0590,C07,collection,河源虚拟回收/检测中心,P04,echelon,珠海中力新能源科技有限公司,304.43065388171823,344.5653,267.2916666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0591,C07,collection,河源虚拟回收/检测中心,P05,echelon,惠州市恒创睿能环保科技有限公司,153.73276695379784,162.7103,135.45666666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0592,C07,collection,河源虚拟回收/检测中心,P06,echelon,江门市朗达锂电池有限公司,316.3240228712952,347.3153,263.8983333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0593,C07,collection,河源虚拟回收/检测中心,P07,echelon,广东迪度新能源有限公司,216.00434329045038,235.32989999999998,186.33333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0594,C07,collection,河源虚拟回收/检测中心,P08,echelon,东莞市博森新能源有限公司,216.00434329045038,235.32989999999998,186.33333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0595,C07,collection,河源虚拟回收/检测中心,P09,echelon,广东宇阳新能源有限公司,216.00434329045038,235.32989999999998,186.33333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0596,C07,collection,河源虚拟回收/检测中心,P10,echelon,广州广汽商贸再生资源有限公司,255.35449854690705,273.9589,212.09833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0597,C07,collection,河源虚拟回收/检测中心,P11,echelon,深圳市杰成镍钴新能源科技有限公司,241.38401680373065,249.9957,196.06,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0598,C07,collection,河源虚拟回收/检测中心,P12,recycling,江门市恒创睿能环保科技有限公司,316.3240228712952,347.3153,263.8983333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0599,C07,collection,河源虚拟回收/检测中心,P13,recycling,广东佳纳能源科技有限公司,251.14636384742758,286.3671,228.09333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0600,C07,collection,河源虚拟回收/检测中心,P14,echelon,格林美（深圳）循环科技有限公司,241.38401680373065,249.9957,196.06,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0601,C07,collection,河源虚拟回收/检测中心,P15,echelon,绿循新能源科技（佛山）有限责任公司,277.62076243937133,291.10209999999995,232.91,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0602,C07,collection,河源虚拟回收/检测中心,P16,echelon,深圳艾云动智慧科技有限公司,241.38401680373065,249.9957,196.06,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0603,C07,collection,河源虚拟回收/检测中心,P17,echelon,深圳市荣高晟新能源科技有限公司,241.38401680373065,249.9957,196.06,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0604,C07,collection,河源虚拟回收/检测中心,P18,echelon,中商锂新能源科技（惠州）有限公司,153.73276695379784,162.7103,135.45666666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0605,C07,collection,河源虚拟回收/检测中心,P19,recycling,广东盛祥新材料科技有限公司,179.54353323515195,249.704,217.09666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0606,C07,collection,河源虚拟回收/检测中心,P20E,echelon,广东金晟新能源股份有限公司（梯次功能）,347.2375461741987,369.1929,280.8616666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0607,C07,collection,河源虚拟回收/检测中心,P20R,recycling,广东金晟新能源股份有限公司（再生功能）,347.2375461741987,369.1929,280.8616666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0608,C07,collection,河源虚拟回收/检测中心,P21E,echelon,广东瑞科美电源技术有限公司（梯次功能）,277.62076243937133,291.10209999999995,232.91,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0609,C07,collection,河源虚拟回收/检测中心,P21R,recycling,广东瑞科美电源技术有限公司（再生功能）,277.62076243937133,291.10209999999995,232.91,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0610,C08,collection,梅州虚拟回收/检测中心,P01,recycling,汕尾比亚迪废旧动力电池回收项目,215.52013332303915,216.151,150.625,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0611,C08,collection,梅州虚拟回收/检测中心,P02E,echelon,广东光华科技股份有限公司（梯次功能）,142.3374058165527,155.01139999999998,114.345,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0612,C08,collection,梅州虚拟回收/检测中心,P02R,recycling,广东光华科技股份有限公司（再生功能）,142.3374058165527,155.01139999999998,114.345,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0613,C08,collection,梅州虚拟回收/检测中心,P03,echelon,深圳深汕特别合作区乾泰技术有限公司,186.1554692104985,220.6019,170.65166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0614,C08,collection,梅州虚拟回收/检测中心,P04,echelon,珠海中力新能源科技有限公司,412.0677892611643,452.3677,321.2866666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0615,C08,collection,梅州虚拟回收/检测中心,P05,echelon,惠州市恒创睿能环保科技有限公司,261.0101487251689,270.5127,189.45166666666668,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0616,C08,collection,梅州虚拟回收/检测中心,P06,echelon,江门市朗达锂电池有限公司,436.6461010859192,443.82590000000005,314.9216666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
